OrderID,CustomerID,OrderDate,ProductName,Category,TransactionAmount
10027,270,2024-10-27 16:52,Eggs,Dairy,16.92
10028,159,2024-09-21 20:38,Coffee,Beverages,16.89
10028,159,2024-09-21 20:38,Milk,Dairy,14.06
10028,159,2024-09-21 20:38,Sugar,Pantry,19.44
10028,159,2024-09-21 20:38,Tea,Beverages,18.5
10029,290,2024-11-07 21:02,Chips,Snacks,16.58
10029,290,2024-11-07 21:02,Cereal,Breakfast,18.6
10030,105,2024-03-18 23:24,Tomato Sauce,Pantry,6.09
10030,105,2024-03-18 23:24,Bananas,Produce,11.08
10031,350,2024-08-15 06:45,Rice,Pantry,23.4
10031,350,2024-08-15 06:45,Chicken,Meat,11.07
10031,350,2024-08-15 06:45,Pasta,Pantry,19.72
10032,295,2024-10-07 05:46,Butter,Dairy,21.37
10032,295,2024-10-07 05:46,Cereal,Breakfast,5.36
10033,107,2024-03-16 18:36,Bread,Bakery,14.01
10033,107,2024-03-16 18:36,Pasta,Pantry,22.04
10033,107,2024-03-16 18:36,Milk,Dairy,24.71
10033,107,2024-03-16 18:36,Butter,Dairy,14.62
10034,582,2024-03-25 04:46,Sugar,Pantry,11.16
10035,747,2024-07-02 16:54,Coffee,Beverages,8.22
10036,847,2024-09-21 11:01,Milk,Dairy,20.22
10036,847,2024-09-21 11:01,Tea,Beverages,19.21
10036,847,2024-09-21 11:01,Coffee,Beverages,18.0
10037,564,2024-07-01 08:49,Tea,Beverages,7.83
10037,564,2024-07-01 08:49,Yogurt,Dairy,14.95
10037,564,2024-07-01 08:49,Sugar,Pantry,16.99
10037,564,2024-07-01 08:49,Rice,Pantry,17.24
10038,620,2024-08-24 12:52,Butter,Dairy,18.81
10039,102,2024-03-28 13:46,Cereal,Breakfast,23.09
10039,102,2024-03-28 13:46,Milk,Dairy,8.98
10039,102,2024-03-28 13:46,Pasta,Pantry,21.08
10039,102,2024-03-28 13:46,Chicken,Meat,8.02
10040,908,2024-01-02 09:10,Tea,Beverages,5.17
10041,808,2024-08-17 10:14,Pasta,Pantry,8.35
10041,808,2024-08-17 10:14,Tomato Sauce,Pantry,16.73
10041,808,2024-08-17 10:14,Rice,Pantry,18.07
10042,781,2024-12-04 20:36,Tea,Beverages,6.53
10042,781,2024-12-04 20:36,Butter,Dairy,18.78
10043,938,2024-05-31 12:03,Apples,Produce,7.86
10043,938,2024-05-31 12:03,Soda,Beverages,19.5
10044,645,2024-05-01 14:41,Tea,Beverages,12.2
10044,645,2024-05-01 14:41,Milk,Dairy,15.74
10045,353,2024-10-09 16:39,Rice,Pantry,6.86
10046,764,2024-03-20 00:26,Apples,Produce,13.74
10046,764,2024-03-20 00:26,Coffee,Beverages,12.85
10047,720,2024-07-16 14:37,Bananas,Produce,10.57
10047,720,2024-07-16 14:37,Bread,Bakery,10.78
10048,142,2024-07-31 02:07,Beer,Alcohol,22.51
10048,142,2024-07-31 02:07,Eggs,Dairy,7.98
10049,213,2024-06-10 12:52,Rice,Pantry,23.45
10049,213,2024-06-10 12:52,Beer,Alcohol,7.04
10049,213,2024-06-10 12:52,Coffee,Beverages,15.7
10050,553,2024-12-24 20:17,Diapers,Baby,24.99
10050,553,2024-12-24 20:17,Beer,Alcohol,20.45
10051,194,2024-06-14 16:42,Soda,Beverages,3.09
10051,194,2024-06-14 16:42,Butter,Dairy,22.73
10052,421,2024-09-03 03:00,Apples,Produce,6.59
10052,421,2024-09-03 03:00,Pasta,Pantry,17.21
10052,421,2024-09-03 03:00,Sugar,Pantry,13.04
10053,205,2024-09-22 11:30,Eggs,Dairy,6.92
10053,205,2024-09-22 11:30,Bananas,Produce,15.17
10053,205,2024-09-22 11:30,Tea,Beverages,7.53
10053,205,2024-09-22 11:30,Cereal,Breakfast,6.86
10054,644,2024-06-29 07:33,Milk,Dairy,22.64
10054,644,2024-06-29 07:33,Butter,Dairy,9.21
10054,644,2024-06-29 07:33,Wine,Alcohol,21.58
10054,644,2024-06-29 07:33,Diapers,Baby,7.2
10055,751,2024-03-17 23:06,Diapers,Baby,17.02
10055,751,2024-03-17 23:06,Beer,Alcohol,17.37
10055,751,2024-03-17 23:06,Chicken,Meat,9.23
10056,901,2024-05-25 11:20,Tomato Sauce,Pantry,14.82
10056,901,2024-05-25 11:20,Coffee,Beverages,16.4
10056,901,2024-05-25 11:20,Wine,Alcohol,6.97
10057,642,2024-11-12 09:24,Soda,Beverages,9.16
10058,740,2024-07-13 08:48,Chicken,Meat,18.27
10058,740,2024-07-13 08:48,Milk,Dairy,24.5
10058,740,2024-07-13 08:48,Yogurt,Dairy,3.34
10059,695,2024-05-06 03:57,Beer,Alcohol,7.18
10059,695,2024-05-06 03:57,Chips,Snacks,19.83
10060,158,2024-04-22 09:55,Wine,Alcohol,22.35
10060,158,2024-04-22 09:55,Eggs,Dairy,19.31
10061,969,2024-01-16 01:15,Bananas,Produce,14.66
10061,969,2024-01-16 01:15,Diapers,Baby,5.31
10061,969,2024-01-16 01:15,Bread,Bakery,24.48
10062,284,2024-08-26 06:47,Rice,Pantry,22.04
10063,975,2024-06-21 09:33,Chips,Snacks,17.23
10063,975,2024-06-21 09:33,Milk,Dairy,3.7
10064,187,2024-01-17 01:14,Pasta,Pantry,17.99
10064,187,2024-01-17 01:14,Tomato Sauce,Pantry,21.47
10065,844,2024-10-17 19:13,Sugar,Pantry,16.4
10065,844,2024-10-17 19:13,Wine,Alcohol,23.25
10065,844,2024-10-17 19:13,Coffee,Beverages,22.46
10066,686,2024-03-13 12:19,Beer,Alcohol,3.9
10066,686,2024-03-13 12:19,Chips,Snacks,14.72
10067,293,2024-12-11 14:19,Butter,Dairy,15.65
10068,179,2024-05-23 17:47,Pasta,Pantry,16.11
10069,266,2024-11-22 04:24,Wine,Alcohol,3.77
10069,266,2024-11-22 04:24,Bread,Bakery,3.97
10070,908,2024-09-06 22:04,Chicken,Meat,14.53
10070,908,2024-09-06 22:04,Yogurt,Dairy,23.13
10070,908,2024-09-06 22:04,Sugar,Pantry,12.46
10071,104,2024-04-05 01:06,Milk,Dairy,18.67
10071,104,2024-04-05 01:06,Chips,Snacks,5.6
10072,920,2024-12-06 00:45,Yogurt,Dairy,18.87
10072,920,2024-12-06 00:45,Milk,Dairy,21.84
10072,920,2024-12-06 00:45,Bananas,Produce,17.56
10072,920,2024-12-06 00:45,Soda,Beverages,23.47
10073,931,2024-05-07 10:41,Rice,Pantry,12.92
10073,931,2024-05-07 10:41,Yogurt,Dairy,21.34
10074,777,2024-01-22 21:57,Apples,Produce,16.71
10074,777,2024-01-22 21:57,Tomato Sauce,Pantry,15.08
10074,777,2024-01-22 21:57,Sugar,Pantry,13.51
10074,777,2024-01-22 21:57,Eggs,Dairy,23.02
10075,368,2024-04-19 23:12,Cereal,Breakfast,15.5
10075,368,2024-04-19 23:12,Tomato Sauce,Pantry,19.06
10075,368,2024-04-19 23:12,Diapers,Baby,11.98
10076,374,2024-01-09 16:46,Butter,Dairy,9.41
10076,374,2024-01-09 16:46,Milk,Dairy,8.55
10077,857,2024-07-22 13:49,Tomato Sauce,Pantry,21.25
10077,857,2024-07-22 13:49,Rice,Pantry,13.45
10078,230,2024-10-15 21:34,Chips,Snacks,24.52
10078,230,2024-10-15 21:34,Yogurt,Dairy,17.78
10079,507,2024-11-11 05:25,Milk,Dairy,15.0
10079,507,2024-11-11 05:25,Diapers,Baby,5.2
10079,507,2024-11-11 05:25,Eggs,Dairy,22.62
10080,411,2024-03-19 12:10,Yogurt,Dairy,4.08
10080,411,2024-03-19 12:10,Diapers,Baby,6.85
10080,411,2024-03-19 12:10,Bread,Bakery,18.38
10080,411,2024-03-19 12:10,Chips,Snacks,22.49
10081,377,2024-03-01 07:00,Bananas,Produce,3.22
10081,377,2024-03-01 07:00,Pasta,Pantry,16.58
10082,385,2024-05-30 05:43,Chicken,Meat,9.54
10082,385,2024-05-30 05:43,Coffee,Beverages,14.44
10082,385,2024-05-30 05:43,Butter,Dairy,3.2
10082,385,2024-05-30 05:43,Diapers,Baby,19.08
10083,924,2024-12-02 23:15,Soda,Beverages,16.37
10083,924,2024-12-02 23:15,Beer,Alcohol,18.82
10083,924,2024-12-02 23:15,Pasta,Pantry,22.13
10084,359,2024-07-28 10:50,Wine,Alcohol,22.04
10084,359,2024-07-28 10:50,Cereal,Breakfast,21.77
10084,359,2024-07-28 10:50,Pasta,Pantry,23.77
10085,984,2024-05-04 18:11,Chicken,Meat,11.26
10085,984,2024-05-04 18:11,Sugar,Pantry,13.82
10086,511,2024-11-02 06:52,Coffee,Beverages,13.87
10086,511,2024-11-02 06:52,Apples,Produce,12.25
10086,511,2024-11-02 06:52,Sugar,Pantry,23.75
10086,511,2024-11-02 06:52,Milk,Dairy,8.91
10087,424,2024-05-25 16:55,Cereal,Breakfast,11.26
10087,424,2024-05-25 16:55,Chicken,Meat,8.93
10088,581,2024-02-19 06:04,Soda,Beverages,15.64
10089,539,2024-11-02 00:04,Tea,Beverages,8.2
10089,539,2024-11-02 00:04,Soda,Beverages,3.07
10090,117,2024-09-13 00:10,Beer,Alcohol,20.47
10091,960,2024-08-07 13:33,Coffee,Beverages,11.34
10091,960,2024-08-07 13:33,Butter,Dairy,9.66
10091,960,2024-08-07 13:33,Sugar,Pantry,4.58
10092,648,2024-03-16 10:57,Sugar,Pantry,8.87
10092,648,2024-03-16 10:57,Bread,Bakery,20.77
10093,900,2024-07-30 07:40,Butter,Dairy,15.95
10093,900,2024-07-30 07:40,Chips,Snacks,22.93
10093,900,2024-07-30 07:40,Sugar,Pantry,11.42
10094,720,2024-04-15 06:43,Sugar,Pantry,7.41
10094,720,2024-04-15 06:43,Soda,Beverages,23.9
10094,720,2024-04-15 06:43,Pasta,Pantry,11.94
10095,337,2024-07-22 09:05,Bread,Bakery,3.96
10095,337,2024-07-22 09:05,Milk,Dairy,16.42
10096,658,2024-11-13 20:26,Apples,Produce,15.02
10096,658,2024-11-13 20:26,Pasta,Pantry,15.02
10097,137,2024-04-28 23:12,Chips,Snacks,21.04
10097,137,2024-04-28 23:12,Chicken,Meat,20.35
10098,969,2024-01-22 02:06,Diapers,Baby,7.85
10098,969,2024-01-22 02:06,Beer,Alcohol,3.28
10099,564,2024-05-10 12:13,Apples,Produce,18.76
10100,451,2024-03-29 07:51,Bananas,Produce,10.5
10100,451,2024-03-29 07:51,Diapers,Baby,22.8
10100,451,2024-03-29 07:51,Milk,Dairy,12.11
10101,444,2024-07-26 01:53,Sugar,Pantry,7.77
10102,152,2024-06-04 12:26,Butter,Dairy,19.91
10102,152,2024-06-04 12:26,Tea,Beverages,11.68
10102,152,2024-06-04 12:26,Bread,Bakery,12.56
10103,338,2024-08-31 15:47,Eggs,Dairy,20.78
10103,338,2024-08-31 15:47,Pasta,Pantry,11.5
10103,338,2024-08-31 15:47,Tomato Sauce,Pantry,21.92
10104,985,2024-09-13 22:12,Cereal,Breakfast,12.12
10104,985,2024-09-13 22:12,Wine,Alcohol,20.11
10105,160,2024-04-13 07:49,Eggs,Dairy,21.78
10105,160,2024-04-13 07:49,Cereal,Breakfast,4.16
10105,160,2024-04-13 07:49,Apples,Produce,6.81
10106,152,2024-09-08 12:55,Tea,Beverages,10.38
10106,152,2024-09-08 12:55,Apples,Produce,14.35
10106,152,2024-09-08 12:55,Rice,Pantry,5.99
10106,152,2024-09-08 12:55,Yogurt,Dairy,19.21
10107,315,2024-07-04 19:21,Soda,Beverages,21.79
10107,315,2024-07-04 19:21,Sugar,Pantry,10.29
10107,315,2024-07-04 19:21,Beer,Alcohol,11.2
10107,315,2024-07-04 19:21,Yogurt,Dairy,14.24
10108,883,2024-01-11 06:41,Beer,Alcohol,5.58
10109,624,2024-09-26 22:39,Rice,Pantry,19.8
10109,624,2024-09-26 22:39,Apples,Produce,16.72
10109,624,2024-09-26 22:39,Soda,Beverages,24.53
10109,624,2024-09-26 22:39,Pasta,Pantry,23.19
10110,191,2024-03-06 08:43,Wine,Alcohol,8.42
10110,191,2024-03-06 08:43,Milk,Dairy,9.73
10110,191,2024-03-06 08:43,Apples,Produce,6.34
10111,985,2024-08-28 07:49,Bread,Bakery,14.72
10111,985,2024-08-28 07:49,Butter,Dairy,14.15
10111,985,2024-08-28 07:49,Milk,Dairy,14.55
10111,985,2024-08-28 07:49,Yogurt,Dairy,7.1
10112,114,2024-03-24 03:52,Rice,Pantry,3.45
10112,114,2024-03-24 03:52,Yogurt,Dairy,17.77
10112,114,2024-03-24 03:52,Eggs,Dairy,24.75
10113,203,2024-09-12 23:20,Milk,Dairy,10.53
10113,203,2024-09-12 23:20,Wine,Alcohol,13.91
10113,203,2024-09-12 23:20,Eggs,Dairy,9.75
10113,203,2024-09-12 23:20,Bananas,Produce,13.27
10114,995,2024-05-30 10:20,Chicken,Meat,17.75
10114,995,2024-05-30 10:20,Rice,Pantry,19.08
10115,512,2024-06-20 06:53,Soda,Beverages,11.99
10115,512,2024-06-20 06:53,Chips,Snacks,7.72
10116,949,2024-03-15 17:53,Apples,Produce,12.09
10116,949,2024-03-15 17:53,Wine,Alcohol,22.71
10116,949,2024-03-15 17:53,Chicken,Meat,19.49
10116,949,2024-03-15 17:53,Butter,Dairy,17.58
10117,174,2024-08-26 04:28,Tea,Beverages,10.31
10117,174,2024-08-26 04:28,Rice,Pantry,4.8
10118,784,2024-08-30 02:21,Beer,Alcohol,18.88
10118,784,2024-08-30 02:21,Rice,Pantry,18.11
10118,784,2024-08-30 02:21,Chips,Snacks,13.85
10119,903,2024-08-01 14:05,Diapers,Baby,23.24
10119,903,2024-08-01 14:05,Beer,Alcohol,12.97
10119,903,2024-08-01 14:05,Rice,Pantry,10.34
10119,903,2024-08-01 14:05,Milk,Dairy,21.51
10120,506,2024-02-07 03:09,Eggs,Dairy,9.52
10121,867,2024-09-30 00:11,Bananas,Produce,16.66
10121,867,2024-09-30 00:11,Cereal,Breakfast,16.35
10122,129,2024-08-28 06:57,Rice,Pantry,23.51
10122,129,2024-08-28 06:57,Wine,Alcohol,23.39
10122,129,2024-08-28 06:57,Bread,Bakery,14.31
10123,431,2024-08-20 11:20,Chips,Snacks,18.62
10123,431,2024-08-20 11:20,Soda,Beverages,17.06
10123,431,2024-08-20 11:20,Tomato Sauce,Pantry,22.76
10124,556,2024-06-26 15:24,Tomato Sauce,Pantry,4.3
10125,401,2024-02-09 20:04,Chicken,Meat,3.36
10126,329,2024-07-28 10:53,Rice,Pantry,20.36
10127,737,2024-04-16 23:05,Apples,Produce,12.41
10128,361,2024-02-10 07:27,Pasta,Pantry,19.11
10128,361,2024-02-10 07:27,Wine,Alcohol,3.11
10128,361,2024-02-10 07:27,Tomato Sauce,Pantry,20.71
10129,259,2024-07-17 22:35,Milk,Dairy,15.3
10129,259,2024-07-17 22:35,Yogurt,Dairy,16.34
10130,939,2024-01-04 08:29,Rice,Pantry,14.58
10130,939,2024-01-04 08:29,Chicken,Meat,17.14
10130,939,2024-01-04 08:29,Eggs,Dairy,6.01
10130,939,2024-01-04 08:29,Beer,Alcohol,7.92
10131,665,2024-08-18 06:26,Cereal,Breakfast,19.69
10131,665,2024-08-18 06:26,Soda,Beverages,23.14
10132,443,2024-04-27 02:05,Diapers,Baby,23.71
10133,698,2024-11-19 19:18,Bread,Bakery,23.01
10134,165,2024-02-28 18:24,Bananas,Produce,8.33
10135,992,2024-10-07 21:04,Pasta,Pantry,21.36
10135,992,2024-10-07 21:04,Wine,Alcohol,17.88
10136,906,2024-06-01 15:13,Eggs,Dairy,4.69
10136,906,2024-06-01 15:13,Tomato Sauce,Pantry,19.8
10136,906,2024-06-01 15:13,Coffee,Beverages,13.0
10136,906,2024-06-01 15:13,Sugar,Pantry,20.75
10137,738,2024-08-09 05:11,Bananas,Produce,9.82
10137,738,2024-08-09 05:11,Wine,Alcohol,10.96
10138,745,2024-05-14 07:45,Chicken,Meat,23.98
10138,745,2024-05-14 07:45,Diapers,Baby,13.88
10139,536,2024-04-13 14:38,Eggs,Dairy,21.58
10139,536,2024-04-13 14:38,Wine,Alcohol,24.03
10139,536,2024-04-13 14:38,Butter,Dairy,9.2
10140,352,2024-09-16 13:27,Beer,Alcohol,18.78
10140,352,2024-09-16 13:27,Chips,Snacks,20.5
10140,352,2024-09-16 13:27,Soda,Beverages,13.12
10141,132,2024-04-16 14:02,Bread,Bakery,20.68
10141,132,2024-04-16 14:02,Milk,Dairy,8.62
10142,527,2024-01-14 13:01,Soda,Beverages,12.79
10142,527,2024-01-14 13:01,Coffee,Beverages,18.88
10143,908,2024-04-10 06:46,Apples,Produce,11.03
10143,908,2024-04-10 06:46,Rice,Pantry,8.98
10143,908,2024-04-10 06:46,Cereal,Breakfast,20.95
10144,466,2024-12-21 13:45,Chicken,Meat,20.7
10145,470,2024-07-21 07:33,Eggs,Dairy,4.55
10145,470,2024-07-21 07:33,Chips,Snacks,24.88
10145,470,2024-07-21 07:33,Pasta,Pantry,20.02
10145,470,2024-07-21 07:33,Bananas,Produce,10.4
10146,593,2024-10-08 00:11,Chips,Snacks,13.22
10146,593,2024-10-08 00:11,Beer,Alcohol,24.63
10147,608,2024-07-04 19:03,Bananas,Produce,4.17
10147,608,2024-07-04 19:03,Bread,Bakery,8.94
10147,608,2024-07-04 19:03,Rice,Pantry,5.21
10148,732,2024-01-31 13:39,Cereal,Breakfast,22.26
10148,732,2024-01-31 13:39,Diapers,Baby,7.9
10148,732,2024-01-31 13:39,Rice,Pantry,11.28
10149,679,2024-06-09 08:27,Chicken,Meat,23.22
10149,679,2024-06-09 08:27,Sugar,Pantry,4.27
10149,679,2024-06-09 08:27,Wine,Alcohol,21.19
10149,679,2024-06-09 08:27,Rice,Pantry,20.49
10150,388,2024-08-07 16:34,Chicken,Meat,7.97
10150,388,2024-08-07 16:34,Rice,Pantry,14.61
10150,388,2024-08-07 16:34,Pasta,Pantry,5.07
10151,812,2024-03-02 03:49,Bananas,Produce,24.42
10151,812,2024-03-02 03:49,Sugar,Pantry,5.48
10152,300,2024-11-07 06:29,Coffee,Beverages,20.04
10152,300,2024-11-07 06:29,Sugar,Pantry,8.51
10152,300,2024-11-07 06:29,Milk,Dairy,3.95
10152,300,2024-11-07 06:29,Tomato Sauce,Pantry,5.25
10153,126,2024-07-28 09:02,Chicken,Meat,21.83
10153,126,2024-07-28 09:02,Cereal,Breakfast,8.78
10154,403,2024-08-04 05:16,Coffee,Beverages,12.54
10155,279,2024-12-03 22:56,Butter,Dairy,22.11
10155,279,2024-12-03 22:56,Cereal,Breakfast,10.11
10155,279,2024-12-03 22:56,Apples,Produce,4.98
10156,167,2024-03-04 15:51,Chicken,Meat,11.38
10156,167,2024-03-04 15:51,Diapers,Baby,15.49
10157,519,2024-11-09 15:04,Eggs,Dairy,11.76
10157,519,2024-11-09 15:04,Wine,Alcohol,5.13
10158,653,2024-05-11 05:26,Chips,Snacks,10.5
10158,653,2024-05-11 05:26,Rice,Pantry,24.58
10158,653,2024-05-11 05:26,Butter,Dairy,8.38
10158,653,2024-05-11 05:26,Tea,Beverages,10.61
10159,513,2024-06-15 11:42,Milk,Dairy,7.93
10160,424,2024-11-08 03:35,Coffee,Beverages,4.47
10161,578,2024-02-05 21:40,Sugar,Pantry,6.56
10161,578,2024-02-05 21:40,Bananas,Produce,9.44
10162,263,2024-01-02 05:03,Chicken,Meat,24.1
10162,263,2024-01-02 05:03,Rice,Pantry,17.06
10162,263,2024-01-02 05:03,Sugar,Pantry,10.6
10163,589,2024-06-10 03:50,Apples,Produce,8.06
10163,589,2024-06-10 03:50,Rice,Pantry,21.9
10163,589,2024-06-10 03:50,Soda,Beverages,20.74
10164,517,2024-12-25 04:58,Pasta,Pantry,23.95
10164,517,2024-12-25 04:58,Tomato Sauce,Pantry,9.88
10165,774,2024-07-28 01:17,Wine,Alcohol,18.76
10166,440,2024-12-02 04:03,Chicken,Meat,13.06
10166,440,2024-12-02 04:03,Bread,Bakery,20.24
10166,440,2024-12-02 04:03,Soda,Beverages,14.3
10167,987,2024-04-25 03:40,Bread,Bakery,7.58
10167,987,2024-04-25 03:40,Butter,Dairy,22.6
10167,987,2024-04-25 03:40,Milk,Dairy,5.49
10168,915,2024-01-02 16:20,Beer,Alcohol,9.13
10168,915,2024-01-02 16:20,Chips,Snacks,14.98
10169,218,2024-01-21 18:28,Wine,Alcohol,10.71
10169,218,2024-01-21 18:28,Tomato Sauce,Pantry,11.69
10169,218,2024-01-21 18:28,Tea,Beverages,20.18
10170,656,2024-12-15 14:17,Wine,Alcohol,12.63
10170,656,2024-12-15 14:17,Butter,Dairy,3.46
10171,992,2024-09-07 10:52,Butter,Dairy,10.64
10171,992,2024-09-07 10:52,Rice,Pantry,5.13
10171,992,2024-09-07 10:52,Wine,Alcohol,24.58
10171,992,2024-09-07 10:52,Milk,Dairy,13.23
10172,636,2024-09-27 14:10,Sugar,Pantry,22.15
10173,870,2024-07-05 05:14,Tomato Sauce,Pantry,18.81
10173,870,2024-07-05 05:14,Butter,Dairy,11.47
10173,870,2024-07-05 05:14,Chicken,Meat,23.95
10174,539,2024-03-06 23:32,Chicken,Meat,4.95
10174,539,2024-03-06 23:32,Rice,Pantry,13.87
10174,539,2024-03-06 23:32,Coffee,Beverages,9.44
10174,539,2024-03-06 23:32,Bananas,Produce,21.5
10175,274,2024-06-18 17:46,Butter,Dairy,7.88
10175,274,2024-06-18 17:46,Wine,Alcohol,4.53
10175,274,2024-06-18 17:46,Milk,Dairy,17.26
10175,274,2024-06-18 17:46,Diapers,Baby,9.83
10176,577,2024-11-17 07:30,Eggs,Dairy,4.55
10176,577,2024-11-17 07:30,Apples,Produce,23.4
10176,577,2024-11-17 07:30,Tea,Beverages,3.32
10177,812,2024-10-11 09:31,Pasta,Pantry,24.43
10177,812,2024-10-11 09:31,Tomato Sauce,Pantry,17.84
10178,684,2024-07-16 02:38,Tea,Beverages,5.06
10178,684,2024-07-16 02:38,Sugar,Pantry,4.59
10179,152,2024-12-24 21:19,Bananas,Produce,24.85
10179,152,2024-12-24 21:19,Milk,Dairy,14.84
10179,152,2024-12-24 21:19,Pasta,Pantry,8.99
10180,870,2024-02-21 14:31,Bananas,Produce,10.03
10180,870,2024-02-21 14:31,Coffee,Beverages,15.92
10180,870,2024-02-21 14:31,Milk,Dairy,12.82
10181,948,2024-06-03 17:23,Cereal,Breakfast,9.3
10182,185,2024-04-22 09:15,Wine,Alcohol,5.28
10183,215,2024-02-08 14:23,Tea,Beverages,24.51
10183,215,2024-02-08 14:23,Soda,Beverages,19.97
10183,215,2024-02-08 14:23,Eggs,Dairy,20.11
10184,667,2024-01-31 20:03,Sugar,Pantry,6.84
10184,667,2024-01-31 20:03,Beer,Alcohol,8.83
10184,667,2024-01-31 20:03,Pasta,Pantry,11.8
10185,745,2024-10-26 11:29,Sugar,Pantry,14.65
10186,866,2024-05-01 12:32,Eggs,Dairy,17.0
10187,461,2024-03-16 20:32,Tea,Beverages,18.17
10187,461,2024-03-16 20:32,Rice,Pantry,5.98
10187,461,2024-03-16 20:32,Soda,Beverages,11.87
10187,461,2024-03-16 20:32,Chicken,Meat,8.32
10188,670,2024-09-24 23:32,Pasta,Pantry,7.39
10188,670,2024-09-24 23:32,Wine,Alcohol,6.83
10188,670,2024-09-24 23:32,Tomato Sauce,Pantry,21.73
10189,935,2024-09-25 15:05,Wine,Alcohol,3.69
10189,935,2024-09-25 15:05,Milk,Dairy,6.03
10189,935,2024-09-25 15:05,Soda,Beverages,13.52
10190,359,2024-05-12 05:37,Yogurt,Dairy,14.96
10190,359,2024-05-12 05:37,Cereal,Breakfast,24.05
10191,519,2024-04-01 07:32,Coffee,Beverages,21.02
10191,519,2024-04-01 07:32,Milk,Dairy,21.89
10191,519,2024-04-01 07:32,Sugar,Pantry,11.54
10191,519,2024-04-01 07:32,Cereal,Breakfast,3.25
10192,875,2024-02-21 01:16,Milk,Dairy,14.17
